N	Unused	Total	%Cov	%Cov(50)	%Cov(95)	Accession	Name	Species	Peptides(95%)								114:117	PVal 114:117	EF 114:117	LowerCI 114:117	UpperCI 114:117	115:117	PVal 115:117	EF 115:117	LowerCI 115:117	UpperCI 115:117	116:117	PVal 116:117	EF 116:117	LowerCI 116:117	UpperCI 116:117																Biological Processes	Molecular Function	PANTHER ID
1	325.2	325.2	72.5600004196167	70.1200008392334	65.8599972724915	tr|F6PVU6|F6PVU6_MONDO	Uncharacterized protein (Fragment) OS=Monodelphis domestica GN=FLNA PE=4 SV=1	MONDO	458								0.619147717952728	8.68672289525594E-27	1.06744003295898	0.580030445585245	0.66090306045794	0.825691282749176	6.11889797535968E-19	1.03521203994751	0.797605950169438	0.854765557181651	0.662732899188995	3.33407408544915E-26	1.0587420463562	0.62596257650282	0.701663185874935																		
2	273.57	273.57	86.0099971294403	77.1799981594086	71.2499976158142	tr|F7BL18|F7BL18_MONDO	Uncharacterized protein OS=Monodelphis domestica GN=AHNAK PE=4 SV=1	MONDO	389								1.1644229888916	0.00562689220532775	1.10940897464752	1.04958857869485	1.29182131416223	1.12384402751923	0.011342610232532	1.09216403961182	1.02900662057933	1.22742203298901	1.19690001010895	0.000285353395156562	1.09258103370667	1.09547939528876	1.30771025028835																		
3	240.09	240.09	70.3999996185303	63.3499979972839	59.2599987983704	tr|F7GHW6|F7GHW6_MONDO	Uncharacterized protein (Fragment) OS=Monodelphis domestica GN=MYH9 PE=4 SV=1	MONDO	306								1.1244490146637	3.28213604916527E-06	1.04827702045441	1.07266399312681	1.17873406274455	0.690411627292633	5.11386288842751E-22	1.06038796901703	0.651093418131327	0.732104183250577	1.22625505924225	4.5865539827477E-14	1.04694199562073	1.17127315970853	1.28381791886309																		
3	0	239.85	70.2400028705597	63.2000029087067	59.1300010681152	tr|F7GHR2|F7GHR2_MONDO	Uncharacterized protein (Fragment) OS=Monodelphis domestica GN=MYH9 PE=4 SV=1	MONDO	306																																								
3	0	239.82	70.0399994850159	63.0299985408783	58.9600026607513	tr|F6RB27|F6RB27_MONDO	Uncharacterized protein (Fragment) OS=Monodelphis domestica GN=MYH9 PE=4 SV=1	MONDO	306																																								
4	182.08	182.08	62.9999995231628	57.7300012111664	54.5000016689301	tr|F7DWL1|F7DWL1_MONDO	Uncharacterized protein (Fragment) OS=Monodelphis domestica GN=TLN1 PE=4 SV=1	MONDO	146								1.16018998622894	4.43540892902661E-09	1.04601001739502	1.10915762462608	1.21357034767686	0.91967761516571	0.0034243909176439	1.05680894851685	0.870240185282696	0.971923533457755	1.14432501792908	1.14647200462059E-05	1.05903303623199	1.08053760249118	1.21187799817366																		
5	144.94	144.94	58.4999978542328	48.5500007867813	45.9699988365173	tr|F7B3V3|F7B3V3_MONDO	Uncharacterized protein (Fragment) OS=Monodelphis domestica GN=MYOF PE=4 SV=1	MONDO	99								0.939448416233063					0.908158183097839					0.922508478164673																						
6	126.28	126.28	82.9599976539612	78.5899996757507	77.240002155304	tr|F6SUP3|F6SUP3_MONDO	Uncharacterized protein OS=Monodelphis domestica GN=ACTN1 PE=4 SV=1	MONDO	186								1.13157999515533					1.07122004032135					1.08487796783447																						
7	121.2	141.52	48.3599990606308	42.5300002098084	37.389999628067	tr|F7DFV3|F7DFV3_MONDO	Uncharacterized protein OS=Monodelphis domestica GN=LOC100014227 PE=4 SV=1	MONDO	100								0.786415219306946	8.55937543065011E-09	1.07219004631042	0.733466256297682	0.843186570407937	0.895002126693726	0.000336461293045431	1.05953097343445	0.844715396844506	0.948282474521704	0.801881194114685	1.14775097870279E-07	1.0741970539093	0.746493570426782	0.861378416303268																		
7	0	141.48	48.1700003147125	42.3599988222122	37.2500002384186	tr|F7DFR5|F7DFR5_MONDO	Uncharacterized protein OS=Monodelphis domestica GN=LOC100014227 PE=4 SV=1	MONDO	100																																								
7	0	141.41	50.0800013542175	42.2199994325638	37.1199995279312	tr|F7D0L7|F7D0L7_MONDO	Uncharacterized protein (Fragment) OS=Monodelphis domestica GN=LOC100014227 PE=4 SV=1	MONDO	100																																								
7	0	139.41	49.0200012922287	41.8599992990494	36.7599993944168	tr|F6YIE4|F6YIE4_MONDO	Uncharacterized protein (Fragment) OS=Monodelphis domestica GN=LOC100014227 PE=4 SV=1	MONDO	99																																								
7	0	139.37	49.5799988508224	41.7400002479553	36.6600006818771	tr|F6YID8|F6YID8_MONDO	Uncharacterized protein (Fragment) OS=Monodelphis domestica GN=LOC100014227 PE=4 SV=1	MONDO	99																																								
7	0	139.36	48.3000010251999	41.6999995708466	36.6200000047684	tr|F7DFG9|F7DFG9_MONDO	Uncharacterized protein (Fragment) OS=Monodelphis domestica GN=LOC100014227 PE=4 SV=1	MONDO	99																																								
8	107.21	107.21	65.4900014400482	61.1699998378754	55.5199980735779	tr|F6TAC1|F6TAC1_MONDO	Uncharacterized protein OS=Monodelphis domestica GN=VCL PE=4 SV=1	MONDO	81								1.41922700405121	8.28339595988791E-19	1.05287301540375	1.34795648030449	1.49426581529782	1.04524099826813	0.0588091909885406	1.04703605175018	0.998285585793292	1.09440500795408	1.44905996322632	7.94273170587166E-20	1.05292701721191	1.37622070622078	1.52575438484109																		
8	0	107.21	69.6099996566772	65.0099992752075	59.0099990367889	tr|F6SUW1|F6SUW1_MONDO	Uncharacterized protein OS=Monodelphis domestica GN=VCL PE=4 SV=1	MONDO	81																																								
9	93.51	93.51	63.5200023651123	60.369998216629	54.1999995708466	tr|F6ZB80|F6ZB80_MONDO	Uncharacterized protein OS=Monodelphis domestica GN=LOC100013626 PE=4 SV=1	MONDO	80								1.00821101665497	0.769757628440857	1.05747699737549	0.95341177080656	1.06615995861318	0.950291872024536	0.073125071823597	1.05755698680878	0.898572733079928	1.00498780876714	1.02662396430969	0.350136607885361	1.05761802196503	0.970694469069515	1.08577600643511																		
9	0	91.44	61.7299973964691	58.5799992084503	52.3899972438812	tr|F6T8K7|F6T8K7_MONDO	Uncharacterized protein (Fragment) OS=Monodelphis domestica GN=LOC100022172 PE=4 SV=1	MONDO	78																																								
10	93.23	129.73	52.7300000190735	43.9000010490417	41.2699997425079	tr|F7E4E2|F7E4E2_MONDO	Uncharacterized protein (Fragment) OS=Monodelphis domestica GN=MYH10 PE=4 SV=1	MONDO	111								1.00661504268646	0.861007273197174	1.0783519744873	0.933475401818642	1.08548531882957	0.787208199501038	0.000166224301210605	1.12424302101135	0.70021177342322	0.885013324371954	1.00743198394775	0.887221395969391	1.1102659702301	0.907378962303027	1.11851744909859																		
11	89.89	144.73	46.6600000858307	40.4300004243851	36.7900013923645	tr|F7FUN0|F7FUN0_MONDO	Uncharacterized protein OS=Monodelphis domestica GN=FLNC PE=4 SV=1	MONDO	116								1.1645690202713					1.44701600074768					1.20381605625153																						
12	89.18	89.18	83.7300002574921	78.930002450943	76.529997587204	tr|F7DIB7|F7DIB7_MONDO	Uncharacterized protein OS=Monodelphis domestica GN=LOC100025924 PE=3 SV=1	MONDO	243								1.17794501781464					0.744331419467926					1.18296802043915																						
12	0	89.18	83.7300002574921	78.930002450943	76.529997587204	tr|F6ZFI1|F6ZFI1_MONDO	Uncharacterized protein OS=Monodelphis domestica GN=LOC100011313 PE=3 SV=1	MONDO	243																																								
13	86.95	86.95	33.1999987363815	28.1599998474121	26.5799999237061	tr|F6Z5H6|F6Z5H6_MONDO	Uncharacterized protein (Fragment) OS=Monodelphis domestica GN=FN1 PE=4 SV=1	MONDO	64								2.09042692184448	1.1928759369173E-10	1.16994404792786	1.78677512445739	2.4456825348401	0.920950174331665	0.00952742621302605	1.06258904933929	0.866703995212732	0.978591570231941	2.15182709693909	6.62744208471122E-12	1.15515100955963	1.86281021193879	2.48568524342696																		
13	0	86.7	31.9400012493134	27.0900011062622	25.5699992179871	tr|F6Z5G8|F6Z5G8_MONDO	Uncharacterized protein (Fragment) OS=Monodelphis domestica GN=FN1 PE=4 SV=1	MONDO	64																																								
13	0	86.44	30.7599991559982	26.0899990797043	24.6199995279312	tr|F6Z5I8|F6Z5I8_MONDO	Uncharacterized protein (Fragment) OS=Monodelphis domestica GN=FN1 PE=4 SV=1	MONDO	64																																								
14	84.22	84.22	72.7800011634827	68.3499991893768	66.3600027561188	tr|F6WMM9|F6WMM9_MONDO	Uncharacterized protein (Fragment) OS=Monodelphis domestica GN=HSPA5 PE=3 SV=1	MONDO	95								0.680660903453827	2.13882889177341E-09	1.10184097290039	0.617748767920759	0.749980072076823	1.10973703861237	0.00223932205699384	1.06608903408051	1.04094217568752	1.18307848757762	0.698184311389923	6.03226091300257E-09	1.09953594207764	0.634980890275095	0.767678744567945																		
15	84.08	84.22	30.7700008153915	20.160000026226	16.3699999451637	tr|F6ZK75|F6ZK75_MONDO	Uncharacterized protein (Fragment) OS=Monodelphis domestica GN=DYNC1H1 PE=4 SV=1	MONDO	59								0.94538551568985	0.128689706325531	1.07582402229309	0.878754792698145	1.01706844810708	0.89462798833847	0.00452033989131451	1.07784998416901	0.830011598532615	0.96427476306777	0.923555076122284	0.0409507788717747	1.07906103134155	0.85588771097967	0.996572292941238																		
16	83.79	83.93	46.9300001859665	39.5999997854233	37.8199994564056	tr|F7ATX4|F7ATX4_MONDO	Uncharacterized protein OS=Monodelphis domestica GN=CLTC PE=4 SV=1	MONDO	62								0.903393387794495	0.00126290100160986	1.0602719783783	0.852039293895374	0.95784269453074	0.878712117671967	0.00143058900721371	1.07838594913483	0.814840102819352	0.947590801031957	0.893472611904144	0.000444910605438054	1.06036496162415	0.842608577461505	0.947407051833963																		
17	82.12	82.24	83.5500001907349	78.8299977779388	74.2900013923645	tr|F6WGC5|F6WGC5_MONDO	Pyruvate kinase (Fragment) OS=Monodelphis domestica GN=LOC100017841 PE=3 SV=1	MONDO	109								1.40299105644226	3.02502398130677E-11	1.07133901119232	1.30956778553302	1.50307905112052	0.941774606704712	0.105802096426487	1.07622504234314	0.875072191829225	1.01356141597847	1.49151694774628	1.39013703326363E-10	1.09068298339844	1.36750730546734	1.62677215435724																		
18	82.05	82.4	72.7299988269806	63.6399984359741	61.0199987888336	tr|F7DFT7|F7DFT7_MONDO	Uncharacterized protein OS=Monodelphis domestica GN=HSP90B1 PE=3 SV=1	MONDO	89								0.712542772293091	1.90154492152317E-09	1.09021604061127	0.653579424398837	0.776825559975549	1.02574896812439	0.455260396003723	1.07069098949432	0.958025217536238	1.09826017765388	0.742650985717773	2.11348494261188E-10	1.07165002822876	0.692997682223962	0.795861949808568																		
19	80.48	80.48	82.940000295639	77.649998664856	73.9199995994568	tr|F6Q3U2|F6Q3U2_MONDO	Uncharacterized protein OS=Monodelphis domestica GN=LOC100025595 PE=3 SV=1	MONDO	76								0.740037024021149	8.23721313381043E-10	1.07915604114532	0.685755345664132	0.79861542514363	1.221107006073	0.000381563499104232	1.10967004299164	1.10042351218289	1.35502586392641	0.765393078327179	8.96800862737468E-12	1.05869400501251	0.722959679287249	0.810317063503057																		
20	77.74	122	82.8599989414215	75.8199989795685	74.4599997997284	tr|F7DTH8|F7DTH8_MONDO	Uncharacterized protein (Fragment) OS=Monodelphis domestica GN=ACTN4 PE=4 SV=1	MONDO	206								0.992908775806427	0.814728319644928	1.06304705142975	0.934021475786054	1.05550874645974	1.21104896068573	0.0024294089525938	1.12645304203033	1.07509937431827	1.36418978581212	1.00710701942444	0.814010083675385	1.06247401237488	0.947888614398501	1.07002503581879																		
20	0	118.89	80.9099972248077	73.8600015640259	72.5000023841858	tr|F7DTI7|F7DTI7_MONDO	Uncharacterized protein (Fragment) OS=Monodelphis domestica GN=ACTN4 PE=4 SV=1	MONDO	204																																								
21	76.4	77.58	75	73.8099992275238	72.6199984550476	tr|F7E4L7|F7E4L7_MONDO	Uncharacterized protein (Fragment) OS=Monodelphis domestica GN=PDIA3 PE=3 SV=1	MONDO	93								0.866298913955688	0.00244748406112194	1.09295105934143	0.792623701264068	0.946822315714201	1.12345898151398	0.0075583909638226	1.08671498298645	1.03381199219923	1.22087970798194	0.901710689067841	0.0255805104970932	1.09417104721069	0.824103956476018	0.986625728938435																		
