N	Unused	Total	%Cov	%Cov(50)	%Cov(95)	Accession	Name	Species	Peptides(95%)								114:117	PVal 114:117	EF 114:117	LowerCI 114:117	UpperCI 114:117	115:117	PVal 115:117	EF 115:117	LowerCI 115:117	UpperCI 115:117	116:117	PVal 116:117	EF 116:117	LowerCI 116:117	UpperCI 116:117																Biological Processes	Molecular Function	PANTHER ID
1	276.46	276.46	75.8300006389618	68.3300018310547	65.719997882843	tr|F7D6Q6|F7D6Q6_ORNAN	Uncharacterized protein OS=Ornithorhynchus anatinus GN=FLNA PE=4 SV=1	ORNAN	259								0.820293605327606	3.77242287186164E-07	1.07444000244141	0.763461527366523	0.881356263310863	0.996811807155609	0.88442051410675	1.04446494579315	0.954375550056057	1.04113499012676	0.851435422897339	7.81641483627027E-06	1.06968796253204	0.795966162769485	0.910770222746663																		
1	0	276.46	76.9699990749359	69.3599998950958	66.7100012302399	tr|F7D6Q1|F7D6Q1_ORNAN	Uncharacterized protein OS=Ornithorhynchus anatinus GN=FLNA PE=4 SV=1	ORNAN	259																																								
2	219.58	219.58	86.8799984455109	78.7800014019012	76.4400005340576	tr|F7FUG3|F7FUG3_ORNAN	Uncharacterized protein OS=Ornithorhynchus anatinus GN=AHNAK PE=4 SV=1	ORNAN	250								1.17684495449066	0.00532807782292366	1.12005603313446	1.05070185747518	1.31813229134112	0.916172206401825	0.000541281828191131	1.04977095127106	0.872735338401704	0.961770968642547	1.23736095428467	0.000619268917944282	1.12692499160767	1.09799761607865	1.3944129830229																		
3	215.88	215.88	70.6399977207184	59.9500000476837	56.0800015926361	tr|F6RH74|F6RH74_ORNAN	Uncharacterized protein OS=Ornithorhynchus anatinus GN=MYH9 PE=4 SV=1	ORNAN	206								0.890074372291565	5.06705589486955E-07	1.04383194446564	0.852698920559684	0.929088062748136	0.960427284240723	0.123672097921371	1.0529580116272	0.912123060592434	1.01128960352662	0.894176602363586	5.37454702964624E-08	1.03832900524139	0.861168856739878	0.928449502042312																		
3	0	215.64	71.2800025939941	59.6800029277802	55.8300018310547	tr|F6RH86|F6RH86_ORNAN	Uncharacterized protein OS=Ornithorhynchus anatinus GN=MYH9 PE=4 SV=1	ORNAN	206																																								
4	179.35	179.35	66.4900004863739	57.4500024318695	56.1299979686737	tr|F7CLM4|F7CLM4_ORNAN	Uncharacterized protein (Fragment) OS=Ornithorhynchus anatinus GN=TLN1 PE=4 SV=1	ORNAN	141								0.951266407966614	0.0585235096514225	1.05318701267242	0.903226489237471	1.00186142646199	1.01437699794769	0.523918271064758	1.04542994499207	0.970296482138162	1.06046008916567	0.958464801311493	0.123671896755695	1.05579304695129	0.907815034470206	1.01194047297223																		
5	163.77	163.81	44.9400007724762	31.2799990177155	26.5100002288818	tr|F6X0U8|F6X0U8_ORNAN	Uncharacterized protein OS=Ornithorhynchus anatinus GN=DYNC1H1 PE=4 SV=1	ORNAN	106								1.04905700683594	0.0310418307781219	1.04438602924347	1.0044724627309	1.09562048181942	0.990845620632172	0.668829619884491	1.04353296756744	0.949510606207209	1.0339800708995	1.04804694652557	0.0569052286446095	1.04953598976135	0.998581236612841	1.09996298933808																		
6	119.46	119.62	73.0799973011017	67.4399971961975	62.4800026416779	tr|F6ZN36|F6ZN36_ORNAN	Uncharacterized protein (Fragment) OS=Ornithorhynchus anatinus GN=AKAP12 PE=4 SV=1	ORNAN	104								0.953252613544464	0.695676028728485	1.27645599842072	0.74679629750173	1.21678501656906	1.0003559589386	0.990531802177429	1.06160497665405	0.942305265082218	1.06198286443475	0.884129881858826	0.313070595264435	1.27440202236176	0.693760576603867	1.12673690947135																		
7	110.6	110.88	53.7999987602234	46.9700008630753	45.3000009059906	tr|F6WN91|F6WN91_ORNAN	Uncharacterized protein OS=Ornithorhynchus anatinus GN=CLTC PE=4 SV=1	ORNAN	90								1.07851696014404	0.0058156019076705	1.05413198471069	1.02313275357074	1.13689922374078	0.97578638792038	0.29778790473938	1.04790103435516	0.931181815772173	1.02252756521145	1.08693897724152	0.0013587559806183	1.05062901973724	1.03456020804884	1.14196963217346																		
7	0	110.87	53.710001707077	46.8800008296967	45.2199995517731	tr|F6WNA3|F6WNA3_ORNAN	Uncharacterized protein (Fragment) OS=Ornithorhynchus anatinus GN=CLTC PE=4 SV=1	ORNAN	90																																								
7	0	110.87	52.3599982261658	45.4899996519089	43.8199996948242	tr|F6WMQ5|F6WMQ5_ORNAN	Uncharacterized protein (Fragment) OS=Ornithorhynchus anatinus GN=CLTC PE=4 SV=1	ORNAN	89																																								
8	102.11	102.23	75.1699984073639	67.5999999046326	63.6399984359741	tr|F6Q9N0|F6Q9N0_ORNAN	Uncharacterized protein OS=Ornithorhynchus anatinus GN=EEF2 PE=4 SV=1	ORNAN	98								1.37695205211639	5.61543977983803E-10	1.0871479511261	1.26657282542832	1.49695060225721	0.927719712257385	0.00715362513437867	1.05518901348114	0.879197660707985	0.978919647963878	1.44087302684784	1.08219697092515E-10	1.09412002563477	1.31692409707235	1.5764880330712																		
