N	Unused	Total	%Cov	%Cov(50)	%Cov(95)	Accession	Name	Species	Peptides(95%)								114:116	PVal 114:116	EF 114:116	LowerCI 114:116	UpperCI 114:116	115:116	PVal 115:116	EF 115:116	LowerCI 115:116	UpperCI 115:116	117:116	PVal 117:116	EF 117:116	LowerCI 117:116	UpperCI 117:116																Biological Processes	Molecular Function	PANTHER ID
1	276.46	276.46	75.8300006389618	68.3300018310547	65.719997882843	tr|F7D6Q6|F7D6Q6_ORNAN	Uncharacterized protein OS=Ornithorhynchus anatinus GN=FLNA PE=4 SV=1	ORNAN	259								0.965747594833374	0.0729139968752861	1.03888595104218	0.929599244137019	1.00330160852516	1.1508070230484	0.000594242010265589	1.08153796195984	1.06404681437445	1.24464148231684	1.17448699474335	7.81649487180403E-06	1.06968796253204	1.09797159160624	1.25633460042739																		
1	0	276.46	76.9699990749359	69.3599998950958	66.7100012302399	tr|F7D6Q1|F7D6Q1_ORNAN	Uncharacterized protein OS=Ornithorhynchus anatinus GN=FLNA PE=4 SV=1	ORNAN	259																																								
2	219.58	219.58	86.8799984455109	78.7800014019012	76.4400005340576	tr|F7FUG3|F7FUG3_ORNAN	Uncharacterized protein OS=Ornithorhynchus anatinus GN=AHNAK PE=4 SV=1	ORNAN	250								0.951378226280212	0.0289894007146358	1.04563796520233	0.909854326201823	0.994797192665445	0.733177185058594	4.50591687695123E-05	1.15516102313995	0.634696955984262	0.846937707235156	0.808171570301056	0.000619265018031001	1.12692499160767	0.717147615253542	0.910748740079072																		
3	215.88	215.88	70.6399977207184	59.9500000476837	56.0800015926361	tr|F6RH74|F6RH74_ORNAN	Uncharacterized protein OS=Ornithorhynchus anatinus GN=MYH9 PE=4 SV=1	ORNAN	206								0.994955778121948	0.798166215419769	1.03992199897766	0.956760006135154	1.03467640167895	1.05682396888733	0.024546280503273	1.04919505119324	1.00727121013906	1.10881447813898	1.11834704875946	5.37462909733222E-08	1.03832900524139	1.07706424756907	1.16121217865306																		
3	0	215.64	71.2800025939941	59.6800029277802	55.8300018310547	tr|F6RH86|F6RH86_ORNAN	Uncharacterized protein OS=Ornithorhynchus anatinus GN=MYH9 PE=4 SV=1	ORNAN	206																																								
4	179.35	179.35	66.4900004863739	57.4500024318695	56.1299979686737	tr|F7CLM4|F7CLM4_ORNAN	Uncharacterized protein (Fragment) OS=Ornithorhynchus anatinus GN=TLN1 PE=4 SV=1	ORNAN	141								0.992860198020935	0.727788507938385	1.04172003269196	0.953096961623403	1.03428235794091	1.04442405700684	0.125605896115303	1.05751097202301	0.987624795049512	1.10448989972951	1.0433349609375	0.123672597110271	1.05579304695129	0.988200257569636	1.10154579739901																		
5	163.77	163.81	44.9400007724762	31.2799990177155	26.5100002288818	tr|F6X0U8|F6X0U8_ORNAN	Uncharacterized protein OS=Ornithorhynchus anatinus GN=DYNC1H1 PE=4 SV=1	ORNAN	106								1.0013929605484	0.944919526576996	1.04076099395752	0.962173800096581	1.04221073296242	0.932857990264893	0.000814668310340494	1.04060101509094	0.8964607728961	0.970732971605344	0.954155325889587	0.0569049008190632	1.04953598976135	0.909121111803462	1.00142035434359																		
6	119.46	119.62	73.0799973011017	67.4399971961975	62.4800026416779	tr|F6ZN36|F6ZN36_ORNAN	Uncharacterized protein (Fragment) OS=Ornithorhynchus anatinus GN=AKAP12 PE=4 SV=1	ORNAN	104								1.07577395439148	0.024840110912919	1.06549894809723	1.00964337535255	1.14623601679452	1.11352896690369	0.38266509771347	1.27756905555725	0.871599826295093	1.42261015058278	1.13105499744415	0.313070595264435	1.27440202236176	0.887518206655112	1.4414187761452																		
7	110.6	110.88	53.7999987602234	46.9700008630753	45.3000009059906	tr|F6WN91|F6WN91_ORNAN	Uncharacterized protein OS=Ornithorhynchus anatinus GN=CLTC PE=4 SV=1	ORNAN	90								0.992636680603027	0.763927578926086	1.05037796497345	0.945028088653895	1.04264369652981	0.886074423789978	6.61597878206521E-05	1.05747199058533	0.837917629666505	0.936998884731935	0.920014917850494	0.00135874201077968	1.05062901973724	0.875680093131813	0.966594371284906																		
7	0	110.87	53.710001707077	46.8800008296967	45.2199995517731	tr|F6WNA3|F6WNA3_ORNAN	Uncharacterized protein (Fragment) OS=Ornithorhynchus anatinus GN=CLTC PE=4 SV=1	ORNAN	90																																								
