N	Unused	Total	%Cov	%Cov(50)	%Cov(95)	Accession	Name	Species	Peptides(95%)								114:115	PVal 114:115	EF 114:115	LowerCI 114:115	UpperCI 114:115	116:115	PVal 116:115	EF 116:115	LowerCI 116:115	UpperCI 116:115	117:115	PVal 117:115	EF 117:115	LowerCI 117:115	UpperCI 117:115																Biological Processes	Molecular Function	PANTHER ID
1	276.46	276.46	75.8300006389618	68.3300018310547	65.719997882843	tr|F7D6Q6|F7D6Q6_ORNAN	Uncharacterized protein OS=Ornithorhynchus anatinus GN=FLNA PE=4 SV=1	ORNAN	259								0.836091876029968	7.11265602149069E-05	1.08914697170258	0.767657531768163	0.910626934843165	0.868955790996552	0.000594243581872433	1.08153796195984	0.80344455909983	0.93980867522761	1.00319802761078	0.88442051410675	1.04446494579315	0.9604898964311	1.04780517352829																		
1	0	276.46	76.9699990749359	69.3599998950958	66.7100012302399	tr|F7D6Q1|F7D6Q1_ORNAN	Uncharacterized protein OS=Ornithorhynchus anatinus GN=FLNA PE=4 SV=1	ORNAN	259																																								
2	219.58	219.58	86.8799984455109	78.7800014019012	76.4400005340576	tr|F7FUG3|F7FUG3_ORNAN	Uncharacterized protein OS=Ornithorhynchus anatinus GN=AHNAK PE=4 SV=1	ORNAN	250								1.2996289730072	0.000445588491857052	1.15385401248932	1.12633743865343	1.49958210525173	1.3639270067215	4.50589905085508E-05	1.15516102313995	1.18072457380364	1.57555531657262	1.0914980173111	0.000541281828191131	1.04977095127106	1.03974873374951	1.14582291194314																		
3	215.88	215.88	70.6399977207184	59.9500000476837	56.0800015926361	tr|F6RH74|F6RH74_ORNAN	Uncharacterized protein OS=Ornithorhynchus anatinus GN=MYH9 PE=4 SV=1	ORNAN	206								0.941342115402222	0.0221677497029305	1.05295896530151	0.893996961346608	0.991194619828661	0.946231722831726	0.0245463699102402	1.04919505119324	0.901864454808081	0.992781640877098	1.04120302200317	0.123672097921371	1.0529580116272	0.98883622186809	1.09634306374869																		
3	0	215.64	71.2800025939941	59.6800029277802	55.8300018310547	tr|F6RH86|F6RH86_ORNAN	Uncharacterized protein OS=Ornithorhynchus anatinus GN=MYH9 PE=4 SV=1	ORNAN	206																																								
4	179.35	179.35	66.4900004863739	57.4500024318695	56.1299979686737	tr|F7CLM4|F7CLM4_ORNAN	Uncharacterized protein (Fragment) OS=Ornithorhynchus anatinus GN=TLN1 PE=4 SV=1	ORNAN	141								0.95045131444931	0.0953452736139297	1.06178295612335	0.895146516496628	1.00917300630731	0.957465171813965	0.12560610473156	1.05751097202301	0.905395023923337	1.01252992452316	0.985826313495636	0.523918271064758	1.04542994499207	0.942986489164626	1.03061234868947																		
5	163.77	163.81	44.9400007724762	31.2799990177155	26.5100002288818	tr|F6X0U8|F6X0U8_ORNAN	Uncharacterized protein OS=Ornithorhynchus anatinus GN=DYNC1H1 PE=4 SV=1	ORNAN	106								1.07323396205902	0.00229282793588936	1.04570305347443	1.02632765438823	1.12228403121757	1.07197499275208	0.000814663188066334	1.04060101509094	1.03014986263337	1.11549826560992	1.00923895835876	0.668829619884491	1.04353296756744	0.967136630777827	1.0531741252008																		
6	119.46	119.62	73.0799973011017	67.4399971961975	62.4800026416779	tr|F6ZN36|F6ZN36_ORNAN	Uncharacterized protein (Fragment) OS=Ornithorhynchus anatinus GN=AKAP12 PE=4 SV=1	ORNAN	104								0.964945614337921	0.771039724349976	1.27712905406952	0.75555842321742	1.23236007966792	0.898045420646667	0.38266509771347	1.27756905555725	0.702932977861582	1.14731503990308	0.999644219875336	0.990531802177429	1.06160497665405	0.941634828263519	1.06122727870311																		
7	110.6	110.88	53.7999987602234	46.9700008630753	45.3000009059906	tr|F6WN91|F6WN91_ORNAN	Uncharacterized protein OS=Ornithorhynchus anatinus GN=CLTC PE=4 SV=1	ORNAN	90								1.11994004249573	0.00020477750513237	1.05850398540497	1.0580404589287	1.18546099839634	1.12857294082642	6.61596423014998E-05	1.05747199058533	1.06723672198801	1.19343427425645	1.02481400966644	0.297787487506866	1.04790103435516	0.977968315774278	1.07390366075113																		
7	0	110.87	53.710001707077	46.8800008296967	45.2199995517731	tr|F6WNA3|F6WNA3_ORNAN	Uncharacterized protein (Fragment) OS=Ornithorhynchus anatinus GN=CLTC PE=4 SV=1	ORNAN	90																																								
