N	Unused	Total	%Cov	%Cov(50)	%Cov(95)	Accession	Name	Species	Peptides(95%)								114:115	PVal 114:115	EF 114:115	LowerCI 114:115	UpperCI 114:115	116:115	PVal 116:115	EF 116:115	LowerCI 116:115	UpperCI 116:115	117:115	PVal 117:115	EF 117:115	LowerCI 117:115	UpperCI 117:115																Biological Processes	Molecular Function	PANTHER ID
1	325.2	325.2	72.5600004196167	70.1200008392334	65.8599972724915	tr|F6PVU6|F6PVU6_MONDO	Uncharacterized protein (Fragment) OS=Monodelphis domestica GN=FLNA PE=4 SV=1	MONDO	458								0.734704196453094	2.23970097161389E-14	1.07082402706146	0.686111048954755	0.786738906344858	0.795451402664185	1.30482803381571E-11	1.06094002723694	0.749760949952864	0.843926232808201	1.21110594272614	6.1187558036919E-19	1.03521203994751	1.16991099020404	1.25375145356207																		
2	273.57	273.57	86.0099971294403	77.1799981594086	71.2499976158142	tr|F7BL18|F7BL18_MONDO	Uncharacterized protein OS=Monodelphis domestica GN=AHNAK PE=4 SV=1	MONDO	389								1.01752495765686	0.745262503623962	1.11472904682159	0.912800254517553	1.13426462616601	1.05487596988678	0.278513312339783	1.10420298576355	0.955327945574553	1.1647971955592	0.889803290367126	0.0113426595926285	1.09216403961182	0.814715791854295	0.971811156067247																		
3	240.09	240.09	70.3999996185303	63.3499979972839	59.2599987983704	tr|F7GHW6|F7GHW6_MONDO	Uncharacterized protein (Fragment) OS=Monodelphis domestica GN=MYH9 PE=4 SV=1	MONDO	306								1.59612095355988	9.00454678802653E-27	1.06437695026398	1.49958241125385	1.69887435280249	1.75804495811462	1.01821903562961E-27	1.07564496994019	1.63441005837864	1.8910322161247	1.448410987854	5.1138240133621E-22	1.06038796901703	1.36592551987993	1.53587758571246																		
3	0	239.85	70.2400028705597	63.2000029087067	59.1300010681152	tr|F7GHR2|F7GHR2_MONDO	Uncharacterized protein (Fragment) OS=Monodelphis domestica GN=MYH9 PE=4 SV=1	MONDO	306																																								
3	0	239.82	70.0399994850159	63.0299985408783	58.9600026607513	tr|F6RB27|F6RB27_MONDO	Uncharacterized protein (Fragment) OS=Monodelphis domestica GN=MYH9 PE=4 SV=1	MONDO	306																																								
4	182.08	182.08	62.9999995231628	57.7300012111664	54.5000016689301	tr|F7DWL1|F7DWL1_MONDO	Uncharacterized protein (Fragment) OS=Monodelphis domestica GN=TLN1 PE=4 SV=1	MONDO	146								1.23711597919464	2.70395011936486E-10	1.06053102016449	1.16650617065662	1.31199987147708	1.23326301574707	3.54649500877713E-06	1.08741497993469	1.13412362207953	1.3410686775228	1.08733797073364	0.00342436111532152	1.05680894851685	1.02888792932691	1.14910849753346																		
5	144.94	144.94	58.4999978542328	48.5500007867813	45.9699988365173	tr|F7B3V3|F7B3V3_MONDO	Uncharacterized protein (Fragment) OS=Monodelphis domestica GN=MYOF PE=4 SV=1	MONDO	99								1.01489198207855					1.00584697723389					1.10113000869751																						
6	126.28	126.28	82.9599976539612	78.5899996757507	77.240002155304	tr|F6SUP3|F6SUP3_MONDO	Uncharacterized protein OS=Monodelphis domestica GN=ACTN1 PE=4 SV=1	MONDO	186								1.03637003898621					1.00282502174377					0.933515191078186																						
7	121.2	141.52	48.3599990606308	42.5300002098084	37.389999628067	tr|F7DFV3|F7DFV3_MONDO	Uncharacterized protein OS=Monodelphis domestica GN=LOC100014227 PE=4 SV=1	MONDO	100								0.861655712127686	4.81053211842664E-05	1.06943094730377	0.80571421118874	0.921481284470417	0.886451125144959	0.000669601373374462	1.0689549446106	0.829268931879893	0.947576313379329	1.11731600761414	0.000336458411766216	1.05953097343445	1.05453831518712	1.1838309171813																		
7	0	141.48	48.1700003147125	42.3599988222122	37.2500002384186	tr|F7DFR5|F7DFR5_MONDO	Uncharacterized protein OS=Monodelphis domestica GN=LOC100014227 PE=4 SV=1	MONDO	100																																								
